in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,tweet_id,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,score,jpg_url,img_num,breed_p1,breed_p2,breed_p3,favorite_count,retweet_count
,,11/15/2015 22:32,iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet https://t.co/BLDqew2Ijj,6.66021E+17,8,10,None,None,None,None,None,0.8,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,welsh_springer_spaniel,collie,shetland_sheepdog,36586,7788
,,11/15/2015 22:32,iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet https://t.co/BLDqew2Ijj,6.66021E+17,8,10,None,None,None,None,None,0.8,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,welsh_springer_spaniel,collie,shetland_sheepdog,31520,5768
,,11/15/2015 22:32,iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet https://t.co/BLDqew2Ijj,6.66021E+17,8,10,None,None,None,None,None,0.8,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,welsh_springer_spaniel,collie,shetland_sheepdog,23752,3818
,,11/15/2015 22:32,iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet https://t.co/BLDqew2Ijj,6.66021E+17,8,10,None,None,None,None,None,0.8,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,welsh_springer_spaniel,collie,shetland_sheepdog,39906,7960
,,11/15/2015 22:32,iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet https://t.co/BLDqew2Ijj,6.66021E+17,8,10,None,None,None,None,None,0.8,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,welsh_springer_spaniel,collie,shetland_sheepdog,38104,8593
,,11/15/2015 22:32,iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet https://t.co/BLDqew2Ijj,6.66021E+17,8,10,None,None,None,None,None,0.8,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,welsh_springer_spaniel,collie,shetland_sheepdog,19165,2870
,,11/15/2015 22:32,iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet https://t.co/BLDqew2Ijj,6.66021E+17,8,10,None,None,None,None,None,0.8,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,welsh_springer_spaniel,collie,shetland_sheepdog,11167,1881
,,11/15/2015 22:32,iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet https://t.co/BLDqew2Ijj,6.66021E+17,8,10,None,None,None,None,None,0.8,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,welsh_springer_spaniel,collie,shetland_sheepdog,61679,17388
,,11/15/2015 22:32,iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet https://t.co/BLDqew2Ijj,6.66021E+17,8,10,None,None,None,None,None,0.8,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,welsh_springer_spaniel,collie,shetland_sheepdog,26411,3955
,,11/15/2015 22:32,iPhone,Here we have a Japanese Irish Setter. Lost eye in Vietnam (?). Big fan of relaxing on stair. 8/10 would pet https://t.co/BLDqew2Ijj,6.66021E+17,8,10,None,None,None,None,None,0.8,https://pbs.twimg.com/media/CT4udn0WwAA0aMy.jpg,1,welsh_springer_spaniel,collie,shetland_sheepdog,30203,6770
